time,duration,source_computer,source_port,destination_computer,destination_port,protocol,packet_count,byte_count
471693,0,C5808,N27410,C26871,199,6,1,60
471693,0,C5808,N27503,C26871,N19890,6,1,60
471693,0,C5808,N27515,C26871,N19827,6,1,60
471693,0,C5808,N27549,C26871,N20120,6,1,60
471693,0,C5808,N2764,C26871,N21043,6,1,60
471693,0,C5808,N2765,C26871,N3138,6,1,60
471693,0,C5808,N2776,C26871,N16934,6,1,60
471693,0,C5808,N28038,C26871,N13693,6,1,60
471693,0,C5808,N2812,C26871,N18955,6,1,60
471693,0,C5808,N28210,C26871,N10477,6,1,60
471693,0,C5808,N28354,C26871,N1048,6,1,60
471693,0,C5808,N2864,C26871,N19577,6,1,60
471693,0,C5808,N289,C26871,N14468,6,1,60
471693,0,C5808,N2893,C26871,N14895,6,1,60
471693,0,C5808,N28979,C26871,N21227,6,1,60
471693,0,C5808,N29132,C26871,N20549,6,1,60
471693,0,C5808,N29186,C26871,N12871,6,1,60
471693,0,C5808,N29261,C26871,N9021,6,1,60
471693,0,C5808,N29270,C26871,N18613,6,1,60
471693,0,C5808,N29327,C26871,N11869,6,1,60
471693,0,C5808,N29352,C26871,N20796,6,1,60
471693,0,C5808,N29428,C26871,N17907,6,1,60
471693,0,C5808,N29513,C26871,N8676,6,1,60
471693,0,C5808,N29529,C26871,N16918,6,1,60
471693,0,C5808,N29555,C26871,N13000,6,1,60
471693,0,C5808,N29811,C26871,N5741,6,1,60
471693,0,C5808,N29862,C26871,N19397,6,1,60
471693,0,C5808,N29887,C26871,N21112,6,1,60
471693,0,C5808,N30163,C26871,N197,6,1,60
471693,0,C5808,N30210,C26871,N17440,6,1,60
471693,0,C5808,N30388,C26871,N12939,6,1,60
471693,0,C5808,N30480,C26871,N18438,6,1,60
471693,0,C5808,N30546,C26871,N5024,6,1,60
471693,0,C5808,N30722,C26871,N17776,6,1,60
471693,0,C5808,N30734,C26871,N19787,6,1,60
471693,0,C5808,N30747,C26871,N17756,6,1,60
471693,0,C5808,N30795,C26871,N3128,6,1,60
471693,0,C5808,N30957,C26871,N18301,6,1,60
471693,0,C5808,N3100,C26871,N17560,6,1,60
471693,0,C5808,N31161,C26871,9418,6,1,60
471693,0,C5808,N31203,C26871,N20319,6,1,60
471693,0,C5808,N31238,C26871,N19035,6,1,60
471693,0,C5808,N31241,C26871,N8168,6,1,60
471693,0,C5808,N31243,C26871,N5211,6,1,60
471693,0,C5808,N31300,C26871,N19845,6,1,60
471693,0,C5808,N31374,C26871,N18071,6,1,60
471693,0,C5808,N31412,C26871,N19568,6,1,60
471693,0,C5808,N31439,C26871,N20534,6,1,60
471693,0,C5808,N31461,C26871,N17879,6,1,60
471693,0,C5808,N31464,C26871,N19677,6,1,60
471693,0,C5808,N31615,C26871,N21422,6,1,60
471693,0,C5808,N31625,C26871,N8059,6,1,60
471693,0,C5808,N31788,C26871,N12359,6,1,60
471693,0,C5808,N31838,C26871,N18478,6,1,60
471693,0,C5808,N31887,C26871,N17718,6,1,60
471693,0,C5808,N3191,C26871,N9621,6,1,60
471693,0,C5808,N31997,C26871,N15971,6,1,60
471693,0,C5808,N32007,C26871,N17317,6,1,60
471693,0,C5808,N32084,C26871,N19073,6,1,60
471693,0,C5808,N3212,C26871,N10144,6,1,60
471693,0,C5808,N32126,C26871,N19102,6,1,60
471693,0,C5808,N32135,C26871,N5697,6,1,60
471693,0,C5808,N32142,C26871,N6620,6,1,60
471693,0,C5808,N32201,C26871,N19830,6,1,60
471693,0,C5808,N32207,C26871,N19376,6,1,60
471693,0,C5808,N32220,C26871,7008,6,1,60
471693,0,C5808,N32262,C26871,N10518,6,1,60
471693,0,C5808,N32312,C26871,N18056,6,1,60
471693,0,C5808,N32427,C26871,N6982,6,1,60
471693,0,C5808,N32440,C26871,N19256,6,1,60
471693,0,C5808,N32445,C26871,N18678,6,1,60
471693,0,C5808,N32499,C26871,N10713,6,1,60
471693,0,C5808,N32518,C26871,5666,6,1,60
471693,0,C5808,N32540,C26871,N10142,6,1,60
471693,0,C5808,N32567,C26871,427,6,1,60
471693,0,C5808,N32613,C26871,N17978,6,1,60
471693,0,C5808,N32660,C26871,N15860,6,1,60
471693,0,C5808,N32697,C26871,N9463,6,1,60
471693,0,C5808,N32722,C26871,N3520,6,1,60
471693,0,C5808,N32723,C26871,N17529,6,1,60
471693,0,C5808,N32742,C26871,N18582,6,1,60
471693,0,C5808,N32750,C26871,N17981,6,1,60
471693,0,C5808,N32782,C26871,N3520,6,1,60
471693,0,C5808,N32797,C26871,N19482,6,1,60
471693,0,C5808,N32801,C26871,N722,6,1,60
471693,0,C5808,N3281,C26871,N8116,6,1,60
471693,0,C5808,N32881,C26871,706,6,1,60
471693,0,C5808,N32885,C26871,N20136,6,1,60
471693,0,C5808,N32913,C26871,N15581,6,1,60
471693,0,C5808,N32921,C26871,N21190,6,1,60
471693,0,C5808,N32932,C26871,N12820,6,1,60
471693,0,C5808,N32960,C26871,N18506,6,1,60
471693,0,C5808,N32970,C26871,N1793,6,1,60
471693,0,C5808,N32971,C26871,N5536,6,1,60
471693,0,C5808,N32993,C26871,N18204,6,1,60
471693,0,C5808,N33025,C26871,N18842,6,1,60
471693,0,C5808,N33032,C26871,N21104,6,1,60
471693,0,C5808,N33038,C26871,N17906,6,1,60
471693,0,C5808,N33096,C26871,N5086,6,1,60
471693,0,C5808,N33146,C26871,N257,6,1,60
471693,0,C5808,N33212,C26871,N2604,6,1,60
471693,0,C5808,N33246,C26871,N2341,6,1,60
471693,0,C5808,N33264,C26871,5680,6,1,60
471693,0,C5808,N33268,C26871,N8468,6,1,60
471693,0,C5808,N33270,C26871,N9245,6,1,60
471693,0,C5808,N33283,C26871,N16963,6,1,60
471693,0,C5808,N3329,C26871,N2779,6,1,60
471693,0,C5808,N33291,C26871,N5219,6,1,60
471693,0,C5808,N33298,C26871,N6933,6,1,60
471693,0,C5808,N33306,C26871,N12372,6,1,60
471693,0,C5808,N33306,C26871,N17641,6,1,60
471693,0,C5808,N33324,C26871,N20367,6,1,60
471693,0,C5808,N33325,C26871,N18397,6,1,60
471693,0,C5808,N33330,C26871,N14096,6,1,60
471693,0,C5808,N33401,C26871,N14596,6,1,60
471693,0,C5808,N33401,C26871,N9745,6,1,60
471693,0,C5808,N33416,C26871,N4197,6,1,60
471693,0,C5808,N33426,C26871,N16946,6,1,60
471693,0,C5808,N33433,C26871,N19982,6,1,60
471693,0,C5808,N33489,C26871,N17981,6,1,60
471693,0,C5808,N33490,C26871,N8753,6,1,60
471693,0,C5808,N33507,C26871,1957,6,1,60
471693,0,C5808,N33518,C26871,N13943,6,1,60
471693,0,C5808,N33531,C26871,N16623,6,1,60
471693,0,C5808,N33611,C26871,N4512,6,1,60
471693,0,C5808,N33668,C26871,N20461,6,1,60
471693,0,C5808,N33698,C26871,N17841,6,1,60
471693,0,C5808,N33731,C26871,N13829,6,1,60
471693,0,C5808,N33741,C26871,N5582,6,1,60
471693,0,C5808,N33784,C26871,N20585,6,1,60
471693,0,C5808,N33898,C26871,N18018,6,1,60
471693,0,C5808,N33992,C26871,N19518,6,1,60
471693,0,C5808,N34172,C26871,N8404,6,1,60
471693,0,C5808,N34173,C26871,N1164,6,1,60
471693,0,C5808,N34179,C26871,N13430,6,1,60
471693,0,C5808,N34260,C26871,N8167,6,1,60
471693,0,C5808,N3428,C26871,N6458,6,1,60
471693,0,C5808,N34917,C26871,N21018,6,1,60
471693,0,C5808,N35078,C26871,N21164,6,1,60
471693,0,C5808,N35120,C26871,N17590,6,1,60
471693,0,C5808,N35156,C26871,N8326,6,1,60
471693,0,C5808,N35224,C26871,N21458,6,1,60
471693,0,C5808,N35225,C26871,N4972,6,1,60
471693,0,C5808,N35225,C26871,N8387,6,1,60
471693,0,C5808,N35296,C26871,N9939,6,1,60
471693,0,C5808,N35315,C26871,N3827,6,1,60
471693,0,C5808,N35363,C26871,N20483,6,1,60
471693,0,C5808,N35384,C26871,N14145,6,1,60
471693,0,C5808,N35435,C26871,N14424,6,1,60
471693,0,C5808,N35440,C26871,N18857,6,1,60
471693,0,C5808,N35442,C26871,N2054,6,1,60
471693,0,C5808,N35483,C26871,N667,6,1,60
471693,0,C5808,N35548,C26871,N18163,6,1,60
471693,0,C5808,N35584,C26871,N17667,6,1,60
471693,0,C5808,N35588,C26871,N9445,6,1,60
471693,0,C5808,N35626,C26871,N19805,6,1,60
471693,0,C5808,N35700,C26871,N17758,6,1,60
471693,0,C5808,N35716,C26871,N11830,6,1,60
471693,0,C5808,N35810,C26871,N19384,6,1,60
471693,0,C5808,N35812,C26871,N19053,6,1,60
471693,0,C5808,N35825,C26871,N7134,6,1,60
471693,0,C5808,N35879,C26871,N17370,6,1,60
471693,0,C5808,N35894,C26871,N13207,6,1,60
471693,0,C5808,N35920,C26871,N6891,6,1,60
471693,0,C5808,N35931,C26871,N20559,6,1,60
471693,0,C5808,N35935,C26871,N17934,6,1,60
471693,0,C5808,N35952,C26871,N21045,6,1,60
471693,0,C5808,N35970,C26871,N2355,6,1,60
471693,0,C5808,N35974,C26871,N18446,6,1,60
471693,0,C5808,N35976,C26871,N18896,6,1,60
471693,0,C5808,N35994,C26871,N401,6,1,60
471693,0,C5808,N36000,C26871,N8543,6,1,60
471693,0,C5808,N36011,C26871,N7261,6,1,60
471693,0,C5808,N36092,C26871,N17386,6,1,60
471693,0,C5808,N36142,C26871,N14371,6,1,60
471693,0,C5808,N36151,C26871,N5253,6,1,60
471693,0,C5808,N36159,C26871,N13510,6,1,60
471693,0,C5808,N36207,C26871,N6520,6,1,60
471693,0,C5808,N36210,C26871,N12414,6,1,60
471693,0,C5808,N36214,C26871,1194,6,1,60
471693,0,C5808,N36257,C26871,N20580,6,1,60
471693,0,C5808,N36272,C26871,N18669,6,1,60
471693,0,C5808,N3630,C26871,N18369,6,1,60
471693,0,C5808,N36313,C26871,N5310,6,1,60
471693,0,C5808,N36326,C26871,N21244,6,1,60
471693,0,C5808,N36334,C26871,N19556,6,1,60
471693,0,C5808,N36343,C26871,N17312,6,1,60
471693,0,C5808,N36343,C26871,N19696,6,1,60
471693,0,C5808,N36384,C26871,N19227,6,1,60
471693,0,C5808,N36390,C26871,N21064,6,1,60
471693,0,C5808,N36393,C26871,N20330,6,1,60
471693,0,C5808,N36417,C26871,N13979,6,1,60
471693,0,C5808,N36453,C26871,N8686,6,1,60
471693,0,C5808,N3649,C26871,N2357,6,1,60
471693,0,C5808,N36516,C26871,N1896,6,1,60
471693,0,C5808,N36520,C26871,N17819,6,1,60
471693,0,C5808,N36521,C26871,N2492,6,1,60
471693,0,C5808,N36526,C26871,N19482,6,1,60
471693,0,C5808,N36552,C26871,N15838,6,1,60
471693,0,C5808,N36583,C26871,N19229,6,1,60
471693,0,C5808,N36614,C26871,N5574,6,1,60
471693,0,C5808,N3668,C26871,N6461,6,1,60
471693,0,C5808,N36699,C26871,N12656,6,1,60
471693,0,C5808,N36702,C26871,N8029,6,1,60
471693,0,C5808,N36738,C26871,N19357,6,1,60
471693,0,C5808,N36749,C26871,N19565,6,1,60
471693,0,C5808,N36762,C26871,6667,6,1,60
471693,0,C5808,N36775,C26871,N8957,6,1,60
471693,0,C5808,N36801,C26871,N16956,6,1,60
471693,0,C5808,N36829,C26871,N20552,6,1,60
471693,0,C5808,N36850,C26871,N10782,6,1,60
471693,0,C5808,N36880,C26871,N19104,6,1,60
471693,0,C5808,N36894,C26871,N8120,6,1,60
471693,0,C5808,N36928,C26871,N19291,6,1,60
471693,0,C5808,N36955,C26871,N17706,6,1,60
471693,0,C5808,N37005,C26871,N2143,6,1,60
471693,0,C5808,N37052,C26871,N8784,6,1,60
471693,0,C5808,N3714,C26871,N14491,6,1,60
471693,0,C5808,N37258,C26871,68,6,1,60
471693,0,C5808,N37482,C26871,N11333,6,1,60
471693,0,C5808,N37523,C26871,N14499,6,1,60
471693,0,C5808,N37526,C26871,N11297,6,1,60
471693,0,C5808,N37662,C26871,N19126,6,1,60
471693,0,C5808,N37797,C26871,N5228,6,1,60
471693,0,C5808,N38110,C26871,N21416,6,1,60
471693,0,C5808,N38297,C26871,N4592,6,1,60
471693,0,C5808,N38362,C26871,N17897,6,1,60
471693,0,C5808,N38891,C26871,N8882,6,1,60
471693,0,C5808,N39214,C26871,N19165,6,1,60
471693,0,C5808,N39565,C26871,N19675,6,1,60
471693,0,C5808,N39662,C26871,N14012,6,1,60
471693,0,C5808,N39694,C26871,N21499,6,1,60
471693,0,C5808,N39764,C26871,N20859,6,1,60
471693,0,C5808,N39789,C26871,N19136,6,1,60
471693,0,C5808,N39866,C26871,N16904,6,1,60
471693,0,C5808,N3993,C26871,N18663,6,1,60
471693,0,C5808,N3993,C26871,N3604,6,1,60
471693,0,C5808,N39934,C26871,N20516,6,1,60
471693,0,C5808,N39935,C26871,N17391,6,1,60
471693,0,C5808,N39984,C26871,N19048,6,1,60
471693,0,C5808,N39996,C26871,N3452,6,1,60
471693,0,C5808,N39998,C26871,N121,6,1,60
471693,0,C5808,N40019,C26871,N21461,6,1,60
471693,0,C5808,N40052,C26871,N3209,6,1,60
471693,0,C5808,N4006,C26871,N17936,6,1,60
471693,0,C5808,N40101,C26871,N12388,6,1,60
471693,0,C5808,N402,C26871,N6788,6,1,60
471693,0,C5808,N40225,C26871,N12635,6,1,60
471693,0,C5808,N40230,C26871,N16623,6,1,60
471693,0,C5808,N40233,C26871,N15939,6,1,60
471693,0,C5808,N40235,C26871,1649,6,1,60
471693,0,C5808,N40264,C26871,N11980,6,1,60
471693,0,C5808,N40296,C26871,N2369,6,1,60
471693,0,C5808,N40310,C26871,N17412,6,1,60
471693,0,C5808,N40371,C26871,N18284,6,1,60
471693,0,C5808,N40387,C26871,N3386,6,1,60
471693,0,C5808,N40405,C26871,N17858,6,1,60
471693,0,C5808,N40526,C26871,371,6,1,60
471693,0,C5808,N40539,C26871,N19716,6,1,60
471693,0,C5808,N40576,C26871,N4173,6,1,60
471693,0,C5808,N4060,C26871,N12786,6,1,60
471693,0,C5808,N40638,C26871,N3063,6,1,60
471693,0,C5808,N40648,C26871,N16949,6,1,60
471693,0,C5808,N40654,C26871,N18435,6,1,60
471693,0,C5808,N40663,C26871,N18650,6,1,60
471693,0,C5808,N40710,C26871,N4725,6,1,60
471693,0,C5808,N40717,C26871,N6458,6,1,60
471693,0,C5808,N40732,C26871,N20518,6,1,60
471693,0,C5808,N40738,C26871,N18835,6,1,60
471693,0,C5808,N40780,C26871,N18887,6,1,60
471693,0,C5808,N40804,C26871,N3733,6,1,60
471693,0,C5808,N40853,C26871,N20582,6,1,60
471693,0,C5808,N40867,C26871,N14854,6,1,60
471693,0,C5808,N40869,C26871,N20103,6,1,60
471693,0,C5808,N40885,C26871,N21402,6,1,60
471693,0,C5808,N40925,C26871,N17819,6,1,60
471693,0,C5808,N40934,C26871,N17738,6,1,60
471693,0,C5808,N40954,C26871,N17846,6,1,60
471693,0,C5808,N40978,C26871,1646,6,1,60
471693,0,C5808,N41056,C26871,N18665,6,1,60
471693,0,C5808,N41252,C26871,N772,6,1,60
471693,0,C5808,N4134,C26871,6566,6,1,60
471693,0,C5808,N4142,C26871,N18999,6,1,60
471693,0,C5808,N41742,C26871,N4512,6,1,60
471693,0,C5808,N41753,C26871,N11771,6,1,60
471693,0,C5808,N41757,C26871,N18885,6,1,60
471693,0,C5808,N41788,C26871,N3855,6,1,60
471693,0,C5808,N41795,C26871,N14506,6,1,60
471693,0,C5808,N41817,C26871,N18222,6,1,60
471693,0,C5808,N41821,C26871,N3441,6,1,60
471693,0,C5808,N41841,C26871,N13637,6,1,60
471693,0,C5808,N41850,C26871,N2315,6,1,60
471693,0,C5808,N41920,C26871,N20595,6,1,60
471693,0,C5808,N42070,C26871,N20435,6,1,60
471693,0,C5808,N42075,C26871,N17106,6,1,60
471693,0,C5808,N42140,C26871,N2355,6,1,60
471693,0,C5808,N42162,C26871,N19374,6,1,60
471693,0,C5808,N42163,C26871,N18168,6,1,60
471693,0,C5808,N42172,C26871,N10407,6,1,60
471693,0,C5808,N42208,C26871,N20555,6,1,60
471693,0,C5808,N42209,C26871,N15838,6,1,60
471693,0,C5808,N42212,C26871,N10566,6,1,60
471693,0,C5808,N42227,C26871,N9027,6,1,60
471693,0,C5808,N42257,C26871,N68,6,1,60
471693,0,C5808,N42258,C26871,43,6,1,60
471693,0,C5808,N42304,C26871,N18391,6,1,60
471693,0,C5808,N42317,C26871,N18681,6,1,60
471693,0,C5808,N42410,C26871,N21185,6,1,60
471693,0,C5808,N42464,C26871,N9445,6,1,60
471693,0,C5808,N4247,C26871,N18431,6,1,60
471693,0,C5808,N42519,C26871,N4771,6,1,60
471693,0,C5808,N42591,C26871,15,6,1,60
471693,0,C5808,N42596,C26871,N17805,6,1,60
471693,0,C5808,N42599,C26871,N20490,6,1,60
471693,0,C5808,N42603,C26871,N13613,6,1,60
471693,0,C5808,N42603,C26871,N7426,6,1,60
471693,0,C5808,N42647,C26871,N19262,6,1,60
471693,0,C5808,N42652,C26871,N18937,6,1,60
471693,0,C5808,N42677,C26871,N19858,6,1,60
471693,0,C5808,N42682,C26871,6004,6,1,60
471693,0,C5808,N42709,C26871,65,6,1,60
471693,0,C5808,N42717,C26871,N21171,6,1,60
471693,0,C5808,N42801,C26871,N7366,6,1,60
471693,0,C5808,N42809,C26871,N5692,6,1,60
471693,0,C5808,N42828,C26871,N20557,6,1,60
471693,0,C5808,N42838,C26871,N14488,6,1,60
471693,0,C5808,N42851,C26871,N3441,6,1,60
471693,0,C5808,N42876,C26871,N14015,6,1,60
471693,0,C5808,N4290,C26871,N17836,6,1,60
471693,0,C5808,N42997,C26871,N19174,6,1,60
471693,0,C5808,N43005,C26871,N3487,6,1,60
471693,0,C5808,N43048,C26871,N17862,6,1,60
471693,0,C5808,N434,C26871,N18355,6,1,60
471693,0,C5808,N436,C26871,N14813,6,1,60
471693,0,C5808,N43609,C26871,N7075,6,1,60
471693,0,C5808,N43660,C26871,N19285,6,1,60
471693,0,C5808,N43699,C26871,N20805,6,1,60
471693,0,C5808,N43712,C26871,N19585,6,1,60
471693,0,C5808,N43751,C26871,N17684,6,1,60
471693,0,C5808,N43830,C26871,N7045,6,1,60
471693,0,C5808,N43844,C26871,N19221,6,1,60
471693,0,C5808,N43856,C26871,N19588,6,1,60
471693,0,C5808,N43954,C26871,N6506,6,1,60
471693,0,C5808,N44007,C26871,N732,6,1,60
471693,0,C5808,N44017,C26871,9103,6,1,60
471693,0,C5808,N44025,C26871,N21167,6,1,60
471693,0,C5808,N44068,C26871,N17893,6,1,60
471693,0,C5808,N44079,C26871,N1649,6,1,60
471693,0,C5808,N44114,C26871,N17545,6,1,60
471693,0,C5808,N44138,C26871,N18919,6,1,60
471693,0,C5808,N44143,C26871,N20810,6,1,60
471693,0,C5808,N44153,C26871,N19774,6,1,60
471693,0,C5808,N4446,C26871,N10136,6,1,60
471693,0,C5808,N446,C26871,N14468,6,1,60
471693,0,C5808,N44734,C26871,N11644,6,1,60
471693,0,C5808,N44744,C26871,137,6,1,60
471693,0,C5808,N44808,C26871,N18108,6,1,60
471693,0,C5808,N44819,C26871,N8633,6,1,60
471693,0,C5808,N44824,C26871,N20479,6,1,60
471693,0,C5808,N44829,C26871,N18148,6,1,60
471693,0,C5808,N44833,C26871,N18484,6,1,60
471693,0,C5808,N44839,C26871,N21234,6,1,60
471693,0,C5808,N45124,C26871,N17461,6,1,60
471693,0,C5808,N45130,C26871,N21474,6,1,60
471693,0,C5808,N45172,C26871,N18554,6,1,60
471693,0,C5808,N45193,C26871,N17541,6,1,60
471693,0,C5808,N45199,C26871,N11771,6,1,60
471693,0,C5808,N45225,C26871,N20352,6,1,60
471693,0,C5808,N45285,C26871,N19177,6,1,60
471693,0,C5808,N4535,C26871,N19330,6,1,60
471693,0,C5808,N45717,C26871,N18904,6,1,60
471693,0,C5808,N45892,C26871,N3209,6,1,60
471693,0,C5808,N45897,C26871,N18492,6,1,60
471693,0,C5808,N45960,C26871,N20786,6,1,60
471693,0,C5808,N45969,C26871,N6574,6,1,60
471693,0,C5808,N45972,C26871,N21201,6,1,60
471693,0,C5808,N45984,C26871,N8743,6,1,60
471693,0,C5808,N46031,C26871,6001,6,1,60
471693,0,C5808,N46044,C26871,N670,6,1,60
471693,0,C5808,N46109,C26871,N19213,6,1,60
471693,0,C5808,N46127,C26871,N5024,6,1,60
471693,0,C5808,N46159,C26871,N18048,6,1,60
471693,0,C5808,N46171,C26871,N8198,6,1,60
471693,0,C5808,N46193,C26871,N19445,6,1,60
471693,0,C5808,N46206,C26871,N19493,6,1,60
471693,0,C5808,N46213,C26871,N17692,6,1,60
471693,0,C5808,N46220,C26871,N18881,6,1,60
471693,0,C5808,N46227,C26871,6001,6,1,60
471693,0,C5808,N46245,C26871,N20545,6,1,60
471693,0,C5808,N46327,C26871,N12701,6,1,60
471693,0,C5808,N46329,C26871,N19027,6,1,60
471693,0,C5808,N46345,C26871,N11401,6,1,60
471693,0,C5808,N46352,C26871,N15848,6,1,60
471693,0,C5808,N46472,C26871,N18827,6,1,60
471693,0,C5808,N46505,C26871,N17347,6,1,60
471693,0,C5808,N46518,C26871,N18546,6,1,60
471693,0,C5808,N46576,C26871,N14638,6,1,60
471693,0,C5808,N46621,C26871,N17460,6,1,60
471693,0,C5808,N46772,C26871,N9030,6,1,60
471693,0,C5808,N4682,C26871,N19365,6,1,60
471693,0,C5808,N4685,C26871,N17869,6,1,60
471693,0,C5808,N47508,C26871,N19504,6,1,60
471693,0,C5808,N47512,C26871,N19328,6,1,60
471693,0,C5808,N47516,C26871,N19539,6,1,60
471693,0,C5808,N47613,C26871,N20814,6,1,60
471693,0,C5808,N47780,C26871,N7188,6,1,60
471693,0,C5808,N47791,C26871,N18018,6,1,60
471693,0,C5808,N47822,C26871,N1081,6,1,60
471693,0,C5808,N47850,C26871,N18346,6,1,60
471693,0,C5808,N47852,C26871,N17482,6,1,60
471693,0,C5808,N47855,C26871,N19154,6,1,60
471693,0,C5808,N47856,C26871,N2492,6,1,60
471693,0,C5808,N47857,C26871,N9020,6,1,60
471693,0,C5808,N47858,C26871,N5536,6,1,60
471693,0,C5808,N47859,C26871,N13035,6,1,60
471693,0,C5808,N47861,C26871,10081,6,1,60
471693,0,C5808,N47866,C26871,N2806,6,1,60
471693,0,C5808,N47868,C26871,N13370,6,1,60
471693,0,C5808,N47873,C26871,N14901,6,1,60
471693,0,C5808,N47874,C26871,N17006,6,1,60
471693,0,C5808,N47876,C26871,N18188,6,1,60
471693,0,C5808,N47877,C26871,N13696,6,1,60
471693,0,C5808,N47883,C26871,N11078,6,1,60
471693,0,C5808,N47890,C26871,N6877,6,1,60
471693,0,C5808,N47952,C26871,N12151,6,1,60
471693,0,C5808,N47953,C26871,N3792,6,1,60
471693,0,C5808,N47954,C26871,N21505,6,1,60
471693,0,C5808,N47960,C26871,N3887,6,1,60
471693,0,C5808,N47965,C26871,N19572,6,1,60
471693,0,C5808,N47966,C26871,N7422,6,1,60
471693,0,C5808,N47967,C26871,N14610,6,1,60
471693,0,C5808,N47968,C26871,N21203,6,1,60
471693,0,C5808,N47969,C26871,N16893,6,1,60
471693,0,C5808,N47970,C26871,N1081,6,1,60
471693,0,C5808,N47971,C26871,2628,6,1,60
471693,0,C5808,N47972,C26871,N19718,6,1,60
471693,0,C5808,N47973,C26871,N19319,6,1,60
471693,0,C5808,N47974,C26871,N10389,6,1,60
471693,0,C5808,N47975,C26871,3632,6,1,60
471693,0,C5808,N47976,C26871,N9268,6,1,60
471693,0,C5808,N47977,C26871,N17774,6,1,60
471693,0,C5808,N47978,C26871,N9432,6,1,60
471693,0,C5808,N47979,C26871,N19314,6,1,60
471693,0,C5808,N47980,C26871,N18678,6,1,60
471693,0,C5808,N47981,C26871,1094,6,1,60
471693,0,C5808,N47982,C26871,N18695,6,1,60
471693,0,C5808,N47983,C26871,N14103,6,1,60
471693,0,C5808,N47984,C26871,N17603,6,1,60
471693,0,C5808,N47986,C26871,N19559,6,1,60
471693,0,C5808,N48052,C26871,N19126,6,1,60
471693,0,C5808,N48054,C26871,N15552,6,1,60
471693,0,C5808,N48055,C26871,N17909,6,1,60
471693,0,C5808,N48056,C26871,N18198,6,1,60
471693,0,C5808,N48058,C26871,N3972,6,1,60
471693,0,C5808,N48060,C26871,N6421,6,1,60
471693,0,C5808,N48062,C26871,N21241,6,1,60
471693,0,C5808,N48064,C26871,N18672,6,1,60
471693,0,C5808,N48068,C26871,N21036,6,1,60
471693,0,C5808,N48069,C26871,N85,6,1,60
471693,0,C5808,N48071,C26871,N18598,6,1,60
471693,0,C5808,N48073,C26871,N8888,6,1,60
471693,0,C5808,N48075,C26871,N14068,6,1,60
471693,0,C5808,N48076,C26871,N3767,6,1,60
471693,0,C5808,N48077,C26871,N21186,6,1,60
471693,0,C5808,N48078,C26871,N16625,6,1,60
471693,0,C5808,N48079,C26871,N8167,6,1,60
471693,0,C5808,N48080,C26871,N6651,6,1,60
471693,0,C5808,N48081,C26871,N21494,6,1,60
471693,0,C5808,N48082,C26871,N15684,6,1,60
471693,0,C5808,N48083,C26871,N18172,6,1,60
471693,0,C5808,N4856,C26871,N18307,6,1,60
471693,0,C5808,N4910,C26871,N20512,6,1,60
471693,0,C5808,N4934,C26871,N6436,6,1,60
471693,0,C5808,N4936,C26871,N9256,6,1,60
471693,0,C5808,N4964,C26871,N7927,6,1,60
471693,0,C5808,N5314,C26871,N21476,6,1,60
471693,0,C5808,N5318,C26871,N15632,6,1,60
471693,0,C5808,N5329,C26871,N5164,6,1,60
471693,0,C5808,N5347,C26871,N11818,6,1,60
471693,0,C5808,N5398,C26871,N21152,6,1,60
471693,0,C5808,N5438,C26871,N10704,6,1,60
471693,0,C5808,N5486,C26871,N20406,6,1,60
471693,0,C5808,N5504,C26871,N21141,6,1,60
471693,0,C5808,N5547,C26871,N15045,6,1,60
471693,0,C5808,N5567,C26871,N5085,6,1,60
471693,0,C5808,N5742,C26871,N3586,6,1,60
471693,0,C5808,N581,C26871,N17361,6,1,60
471693,0,C5808,N581,C26871,N17824,6,1,60
471693,0,C5808,N5846,C26871,N15289,6,1,60
471693,0,C5808,N5870,C26871,N10215,6,1,60
471693,0,C5808,N5897,C26871,N21421,6,1,60
471693,0,C5808,N5971,C26871,N11861,6,1,60
471693,0,C5808,N6019,C26871,N8934,6,1,60
471693,0,C5808,N6028,C26871,N18680,6,1,60
471693,0,C5808,N6030,C26871,N13766,6,1,60
471693,0,C5808,N6055,C26871,N4530,6,1,60
471693,0,C5808,N607,C26871,N4948,6,1,60
471693,0,C5808,N6078,C26871,N15750,6,1,60
471693,0,C5808,N6102,C26871,N16379,6,1,60
471693,0,C5808,N6195,C26871,N19472,6,1,60
471693,0,C5808,N632,C26871,N18242,6,1,60
471693,0,C5808,N6339,C26871,N3785,6,1,60
471693,0,C5808,N6351,C26871,N20871,6,1,60
471693,0,C5808,N6433,C26871,N20847,6,1,60
471693,0,C5808,N650,C26871,N4713,6,1,60
471693,0,C5808,N6537,C26871,N6770,6,1,60
471693,0,C5808,N6628,C26871,464,6,1,60
471693,0,C5808,N6637,C26871,N10861,6,1,60
471693,0,C5808,N6650,C26871,N17361,6,1,60
471693,0,C5808,N6719,C26871,N21061,6,1,60
471693,0,C5808,N6818,C26871,N17720,6,1,60
471693,0,C5808,N6818,C26871,N21267,6,1,60
471693,0,C5808,N6825,C26871,N19278,6,1,60
471693,0,C5808,N6851,C26871,N18381,6,1,60
471693,0,C5808,N6859,C26871,N18050,6,1,60
471693,0,C5808,N6970,C26871,N3903,6,1,60
471693,0,C5808,N7004,C26871,N21023,6,1,60
471693,0,C5808,N7064,C26871,N19890,6,1,60
471693,0,C5808,N7084,C26871,N17112,6,1,60
